Edges,Stool_genus_network
Ruminococcus-Oceanobacillus-neg,0.0965
Ruminococcus-Legionella-neg,0.0274
Ruminococcus-Yersiniaceae-neg,0.0038
Ruminococcus-Cronobacter-neg,0.1344
Ruminococcus-Lactococcus-neg,0.1836
Ruminococcus-Morganella-pos,0.0388
Ruminococcus-Fusobacterium-neg,0.0484
Ruminococcus-Kurthia-neg,0.2278
Ruminococcus-Staphylococcaceae-pos,0.0712
Ruminococcus-Methylobacterium-neg,0.09
Ruminococcus-Veillonella-pos,0.0115
Ruminococcus-Acinetobacter-neg,0.1277
Ruminococcus-Aeromonas-neg,0.2056
Ruminococcus-Bacillaceae-pos,0.0148
Ruminococcus-Clostridiaceae-neg,0.0884
Ruminococcus-Peptoniphilus-neg,0.0418
Ruminococcus-Dietzia-pos,0.0563
Ruminococcus-Erysipelothrix-neg,0.162
Ruminococcus-Sporomusaceae-neg,0.0231
Ruminococcus-Desulfuromonadaceae-pos,0.0799
Ruminococcus-Anaerococcus-neg,0.0737
Ruminococcus-Arcanobacterium-neg,0.1087
Ruminococcus-Porphyromonas-pos,0.0847
Ruminococcus-Brevibacillus-neg,0.0423
Ruminococcus-Selenomonas-neg,0.0289
Ruminococcus-Campylobacter-neg,0.1546
Ruminococcus-Eggerthellaceae-neg,0.0655
Ruminococcus-Ruminiclostridium-pos,0.0613
Ruminococcus-Rhizobium-neg,0.0377
Ruminococcus-Anaerobranca-neg,0.2157
Ruminococcus-Domibacillus-neg,0.0534
Ruminococcus-Actinomyces-pos,0.0675
Ruminococcus-Paenibacillus-neg,0.1038
Ruminococcus-Stenotrophomonas-neg,0.0377
Ruminococcus-Eggerthella-neg,0.0621
Ruminococcus-Acetobacter-neg,0.1489
Ruminococcus-Acetobacterium-neg,0.0349
Ruminococcus-Flavobacterium-neg,0.0561
Ruminococcus-Actinobacteria-neg,0.0292
Ruminococcus-Pedobacter-neg,0.0877
Ruminococcus-Micrococcus-pos,0.0651
Ruminococcus-Brevundimonas-neg,0.0682
Ruminococcus-Slackia-neg,0.0593
Ruminococcus-Gammaproteobacteria-neg,0.1831
Ruminococcus-Rhodobacteraceae-neg,0.1089
Ruminococcus-Propionibacteriaceae-neg,0.0687
Ruminococcus-Oscillatoriaceae-neg,0.042
Ruminococcus-Flavobacteriaceae-neg,0.1016
Parabacteroides-Citrobacter-neg,0.0876
Parabacteroides-Alistipes-pos,0.5671
Parabacteroides-Verrucomicrobiaceae-pos,0.2931
Parabacteroides-Bacillus-neg,0.1867
Parabacteroides-Peptostreptococcaceae-neg,0.0242
Parabacteroides-Alicyclobacillus-pos,0.1376
Parabacteroides-Lachnospiraceae-pos,0.4539
Parabacteroides-Dialister-neg,0.1243
Parabacteroides-Blautia-pos,0.2451
Parabacteroides-Bifidobacterium-neg,0.0967
Parabacteroides-Clostridium-neg,0.0244
Parabacteroides-Prevotella-pos,0.4789
Parabacteroides-Acidaminococcaceae-pos,0.3705
Parabacteroides-Methanobrevibacter-pos,0.0972
Parabacteroides-Erysipelatoclostridium-pos,0.1605
Parabacteroides-Spiroplasma-neg,0.0795
Parabacteroides-Bacteroidales-pos,0.4215
Parabacteroides-Bacillales-neg,0.1058
Parabacteroides-Lysinibacillus-neg,0.2508
Parabacteroides-Clostridiales-pos,0.1858
Parabacteroides-Anaerostipes-pos,0.35
Parabacteroides-Alphaproteobacteria-pos,0.1645
Parabacteroides-Hungateiclostridiaceae-pos,0.2231
Parabacteroides-Providencia-neg,0.2186
Parabacteroides-Pseudomonas-neg,0.1941
Parabacteroides-Staphylococcus-pos,0.1508
Parabacteroides-Haemophilus-neg,0.143
Parabacteroides-Streptococcus-neg,0.1059
Parabacteroides-Lactobacillus-neg,0.0888
Parabacteroides-Sphingomonas-pos,0.1307
Parabacteroides-Desulfovibrio-pos,0.3181
Parabacteroides-Lachnoclostridium-pos,0.3605
Parabacteroides-Odoribacter-pos,0.3854
Parabacteroides-Enterobacterales-neg,0.0777
Parabacteroides-Enterococcus-pos,0.0192
Parabacteroides-Firmicutes-pos,0.2293
Parabacteroides-Erysipelotrichaceae-neg,0.0571
Parabacteroides-Unassigned-neg,0.0314
Parabacteroides-Coriobacteriia-neg,0.0019
Parabacteroides-Faecalicatena-neg,0.0812
Parabacteroides-Desulfosporosinus-neg,0.0646
Parabacteroides-Burkholderiales-pos,0.2218
Parabacteroides-Bacteroidia-pos,0.2369
Parabacteroides-Collinsella-neg,0.1632
Parabacteroides-Corynebacterium-neg,0.0404
Parabacteroides-Clostridiales Family XIII. Incertae Sedis-neg,0.1292
Parabacteroides-Bacteria-neg,0.2384
Parabacteroides-Moorella-neg,0.0019
Parabacteroides-Brucella-neg,0.1213
Parabacteroides-Dysgonomonas-neg,0.22
Parabacteroides-Porphyromonadaceae-pos,0.1233
Parabacteroides-Planococcaceae-neg,0.2236
Parabacteroides-Oceanobacillus-neg,0.2869
Parabacteroides-Legionella-pos,0.0755
Parabacteroides-Yersiniaceae-pos,0.0473
Parabacteroides-Cronobacter-neg,0.1456
Parabacteroides-Lactococcus-neg,0.1164
Parabacteroides-Morganella-neg,0.125
Parabacteroides-Fusobacterium-neg,0.2652
Parabacteroides-Kurthia-pos,0.0391
Parabacteroides-Staphylococcaceae-neg,0.0516
Parabacteroides-Methylobacterium-neg,0.0695
Parabacteroides-Veillonella-pos,0.0245
Parabacteroides-Acinetobacter-pos,0.0116
Parabacteroides-Aeromonas-neg,0.1459
Parabacteroides-Bacillaceae-neg,0.061
Parabacteroides-Clostridiaceae-neg,0.0508
Parabacteroides-Peptoniphilus-neg,0.0532
Parabacteroides-Dietzia-neg,0.1415
Parabacteroides-Erysipelothrix-neg,0.0321
Parabacteroides-Sporomusaceae-neg,0.1602
Parabacteroides-Desulfuromonadaceae-neg,0.1207
Parabacteroides-Anaerococcus-pos,0.0101
Parabacteroides-Arcanobacterium-neg,0.0143
Parabacteroides-Porphyromonas-neg,0.0351
Parabacteroides-Brevibacillus-neg,0.1122
Parabacteroides-Selenomonas-neg,0.1199
Parabacteroides-Campylobacter-neg,0.0796
Parabacteroides-Eggerthellaceae-neg,0.013
Parabacteroides-Ruminiclostridium-pos,0.0753
Parabacteroides-Rhizobium-neg,0.2047
Parabacteroides-Anaerobranca-pos,0.0811
Parabacteroides-Domibacillus-neg,0.047
Parabacteroides-Actinomyces-neg,0.0379
Parabacteroides-Paenibacillus-neg,0.1557
Parabacteroides-Stenotrophomonas-neg,0.1666
Parabacteroides-Eggerthella-pos,0.0435
Parabacteroides-Acetobacter-neg,0.1397
Parabacteroides-Acetobacterium-neg,0.2938
Parabacteroides-Flavobacterium-neg,0.1298
Parabacteroides-Actinobacteria-neg,0.2063
Parabacteroides-Pedobacter-neg,0.1471
Parabacteroides-Micrococcus-neg,0.0722
Parabacteroides-Brevundimonas-neg,0.2169
Parabacteroides-Slackia-neg,0.1131
Parabacteroides-Gammaproteobacteria-neg,0.0982
Parabacteroides-Rhodobacteraceae-neg,0.0235
Parabacteroides-Propionibacteriaceae-neg,0.0737
Parabacteroides-Oscillatoriaceae-neg,0.2103
Parabacteroides-Flavobacteriaceae-neg,0.1037
Citrobacter-Alistipes-neg,0.2038
Citrobacter-Verrucomicrobiaceae-neg,0.1578
Citrobacter-Bacillus-neg,0.2064
Citrobacter-Peptostreptococcaceae-neg,0.3107
Citrobacter-Alicyclobacillus-neg,0.4118
Citrobacter-Lachnospiraceae-neg,0.0279
Citrobacter-Dialister-pos,0.3027
Citrobacter-Blautia-pos,0.0085
Citrobacter-Bifidobacterium-neg,0.2325
Citrobacter-Clostridium-neg,0.3483
Citrobacter-Prevotella-neg,0.1756
Citrobacter-Acidaminococcaceae-neg,0.4629
Citrobacter-Methanobrevibacter-neg,0.1616
Citrobacter-Erysipelatoclostridium-pos,0.2622
Citrobacter-Spiroplasma-neg,0.2119
Citrobacter-Bacteroidales-neg,0.2797
Citrobacter-Bacillales-neg,0.0832
Citrobacter-Lysinibacillus-neg,0.0519
Citrobacter-Clostridiales-neg,0.281
Citrobacter-Anaerostipes-neg,0.2834
Citrobacter-Alphaproteobacteria-pos,0.4024
Citrobacter-Hungateiclostridiaceae-neg,0.2323
Citrobacter-Providencia-pos,0.3218
Citrobacter-Pseudomonas-pos,0.1982
Citrobacter-Staphylococcus-pos,0.0984
Citrobacter-Haemophilus-pos,0.0091
Citrobacter-Streptococcus-pos,0.0371
Citrobacter-Lactobacillus-neg,0.0253
Citrobacter-Sphingomonas-pos,0.1269
Citrobacter-Desulfovibrio-neg,0.2661
Citrobacter-Lachnoclostridium-neg,0.0577
Citrobacter-Odoribacter-pos,0.0733
Citrobacter-Enterobacterales-pos,0.2318
Citrobacter-Enterococcus-pos,0.5251
Citrobacter-Firmicutes-pos,0.0359
Citrobacter-Erysipelotrichaceae-neg,0.0956
Citrobacter-Unassigned-pos,0.056
Citrobacter-Coriobacteriia-neg,0.2012
Citrobacter-Faecalicatena-pos,0.0063
Citrobacter-Desulfosporosinus-neg,0.0353
Citrobacter-Burkholderiales-pos,0.0019
Citrobacter-Bacteroidia-neg,0.0905
Citrobacter-Collinsella-neg,0.0822
Citrobacter-Corynebacterium-pos,0.2356
Citrobacter-Clostridiales Family XIII. Incertae Sedis-neg,0.1808
Citrobacter-Bacteria-pos,0.0276
Citrobacter-Moorella-pos,0.0306
Citrobacter-Brucella-pos,0.3176
Citrobacter-Dysgonomonas-pos,0.0119
Citrobacter-Porphyromonadaceae-pos,0.0101
Citrobacter-Planococcaceae-pos,0.0095
Citrobacter-Oceanobacillus-neg,0.0323
Citrobacter-Legionella-pos,0.0229
Citrobacter-Yersiniaceae-pos,0.0567
Citrobacter-Cronobacter-pos,0.0241
Citrobacter-Lactococcus-pos,0.202
Citrobacter-Morganella-neg,0.0184
Citrobacter-Fusobacterium-pos,0.0178
Citrobacter-Kurthia-pos,0.1857
Citrobacter-Staphylococcaceae-neg,0.1032
Citrobacter-Methylobacterium-pos,0.0331
Citrobacter-Veillonella-pos,0.0007
Citrobacter-Acinetobacter-pos,0.1754
Citrobacter-Aeromonas-pos,0.1819
Citrobacter-Bacillaceae-neg,0.0434
Citrobacter-Clostridiaceae-pos,0.0777
Citrobacter-Peptoniphilus-pos,0.0968
Citrobacter-Dietzia-neg,0.0873
Citrobacter-Erysipelothrix-pos,0.0442
Citrobacter-Sporomusaceae-pos,0.0658
Citrobacter-Desulfuromonadaceae-neg,0.0688
Citrobacter-Anaerococcus-pos,0.0577
Citrobacter-Arcanobacterium-pos,0.1727
Citrobacter-Porphyromonas-neg,0.0602
Citrobacter-Brevibacillus-neg,0.054
Citrobacter-Selenomonas-pos,0.0038
Citrobacter-Campylobacter-pos,0.1295
Citrobacter-Eggerthellaceae-neg,0.0154
Citrobacter-Ruminiclostridium-pos,0.0333
Citrobacter-Rhizobium-pos,0.0379
Citrobacter-Anaerobranca-pos,0.0665
Citrobacter-Domibacillus-pos,0.0416
Citrobacter-Actinomyces-pos,0.0903
Citrobacter-Paenibacillus-neg,0.0253
Citrobacter-Stenotrophomonas-neg,0.0263
Citrobacter-Eggerthella-neg,0.0456
Citrobacter-Acetobacter-pos,0.1369
Citrobacter-Acetobacterium-pos,0.0704
Citrobacter-Flavobacterium-pos,0.0624
Citrobacter-Actinobacteria-neg,0.0211
Citrobacter-Pedobacter-neg,0.0035
Citrobacter-Micrococcus-pos,0.0426
Citrobacter-Brevundimonas-pos,0.1055
Citrobacter-Slackia-pos,0.0445
Citrobacter-Gammaproteobacteria-pos,0.0788
Citrobacter-Rhodobacteraceae-neg,0.0071
Citrobacter-Propionibacteriaceae-pos,0.0365
Citrobacter-Oscillatoriaceae-pos,0.0862
Citrobacter-Flavobacteriaceae-pos,0.1783
Alistipes-Verrucomicrobiaceae-pos,0.5095
Alistipes-Bacillus-pos,0.0523
Alistipes-Peptostreptococcaceae-pos,0.078
Alistipes-Alicyclobacillus-pos,0.2647
Alistipes-Lachnospiraceae-pos,0.3618
Alistipes-Dialister-pos,0.0219
Alistipes-Blautia-pos,0.147
Alistipes-Bifidobacterium-pos,0.2287
Alistipes-Clostridium-pos,0.2564
Alistipes-Prevotella-pos,0.3278
Alistipes-Acidaminococcaceae-pos,0.6404
Alistipes-Methanobrevibacter-neg,0.0769
Alistipes-Erysipelatoclostridium-pos,0.027
Alistipes-Spiroplasma-pos,0.2347
Alistipes-Bacteroidales-pos,0.5542
Alistipes-Bacillales-pos,0.0539
Alistipes-Lysinibacillus-neg,0.2751
Alistipes-Clostridiales-pos,0.4005
Alistipes-Anaerostipes-pos,0.2464
Alistipes-Alphaproteobacteria-neg,0.1335
Alistipes-Hungateiclostridiaceae-pos,0.2485
Alistipes-Providencia-neg,0.303
Alistipes-Pseudomonas-neg,0.0676
Alistipes-Staphylococcus-neg,0.0391
Alistipes-Haemophilus-pos,0.045
Alistipes-Streptococcus-neg,0.0322
Alistipes-Lactobacillus-neg,0.0493
Alistipes-Sphingomonas-neg,0.1142
Alistipes-Desulfovibrio-pos,0.4027
Alistipes-Lachnoclostridium-pos,0.1387
Alistipes-Odoribacter-pos,0.2296
Alistipes-Enterobacterales-neg,0.1085
Alistipes-Enterococcus-neg,0.1937
Alistipes-Firmicutes-neg,0.0307
Alistipes-Erysipelotrichaceae-pos,0.2163
Alistipes-Unassigned-neg,0.0283
Alistipes-Coriobacteriia-pos,0.0095
Alistipes-Faecalicatena-pos,0.1277
Alistipes-Desulfosporosinus-neg,0.0282
Alistipes-Burkholderiales-pos,0.0433
Alistipes-Bacteroidia-pos,0.2183
Alistipes-Collinsella-neg,0.1059
Alistipes-Corynebacterium-neg,0.2122
Alistipes-Clostridiales Family XIII. Incertae Sedis-pos,0.0013
Alistipes-Bacteria-pos,0.0322
Alistipes-Moorella-pos,0.0081
Alistipes-Brucella-neg,0.2082
Alistipes-Dysgonomonas-pos,0.0511
Alistipes-Porphyromonadaceae-pos,0.097
Alistipes-Planococcaceae-neg,0.2934
Alistipes-Oceanobacillus-neg,0.2447
Alistipes-Legionella-neg,0.0854
Alistipes-Yersiniaceae-pos,0.1188
Alistipes-Cronobacter-neg,0.0962
Alistipes-Lactococcus-neg,0.0845
Alistipes-Morganella-neg,0.1113
Alistipes-Fusobacterium-neg,0.1647
Alistipes-Kurthia-neg,0.125
Alistipes-Staphylococcaceae-neg,0.074
Alistipes-Methylobacterium-neg,0.1522
Alistipes-Veillonella-neg,0.1314
Alistipes-Acinetobacter-neg,0.1274
Alistipes-Aeromonas-neg,0.1952
Alistipes-Bacillaceae-pos,0.0644
Alistipes-Clostridiaceae-neg,0.0267
Alistipes-Peptoniphilus-neg,0.0438
Alistipes-Dietzia-neg,0.0903
Alistipes-Erysipelothrix-neg,0.129
Alistipes-Sporomusaceae-neg,0.3007
Alistipes-Desulfuromonadaceae-neg,0.1015
Alistipes-Anaerococcus-neg,0.2165
Alistipes-Arcanobacterium-neg,0.0808
Alistipes-Porphyromonas-neg,0.0878
Alistipes-Brevibacillus-neg,0.0801
Alistipes-Selenomonas-neg,0.0693
Alistipes-Campylobacter-neg,0.0497
Alistipes-Eggerthellaceae-neg,0.0455
Alistipes-Ruminiclostridium-pos,0.0884
Alistipes-Rhizobium-neg,0.0805
Alistipes-Anaerobranca-pos,0.0013
Alistipes-Domibacillus-neg,0.0052
Alistipes-Actinomyces-neg,0.0705
Alistipes-Paenibacillus-neg,0.2296
Alistipes-Stenotrophomonas-neg,0.044
Alistipes-Eggerthella-neg,0.1413
Alistipes-Acetobacter-neg,0.1412
Alistipes-Acetobacterium-neg,0.2332
Alistipes-Flavobacterium-neg,0.0419
Alistipes-Actinobacteria-neg,0.0567
Alistipes-Pedobacter-neg,0.1137
Alistipes-Micrococcus-neg,0.1446
Alistipes-Brevundimonas-neg,0.1821
Alistipes-Slackia-neg,0.0346
Alistipes-Gammaproteobacteria-pos,0.0165
Alistipes-Rhodobacteraceae-neg,0.128
Alistipes-Propionibacteriaceae-neg,0.0141
Alistipes-Oscillatoriaceae-neg,0.1383
Alistipes-Flavobacteriaceae-pos,0.0073
Verrucomicrobiaceae-Bacillus-pos,0.0221
Verrucomicrobiaceae-Peptostreptococcaceae-pos,0.097
Verrucomicrobiaceae-Alicyclobacillus-neg,0.124
Verrucomicrobiaceae-Lachnospiraceae-pos,0.1729
Verrucomicrobiaceae-Dialister-neg,0.1886
Verrucomicrobiaceae-Blautia-neg,0.0136
Verrucomicrobiaceae-Bifidobacterium-pos,0.1441
Verrucomicrobiaceae-Clostridium-pos,0.102
Verrucomicrobiaceae-Prevotella-pos,0.3516
Verrucomicrobiaceae-Acidaminococcaceae-pos,0.44
Verrucomicrobiaceae-Methanobrevibacter-pos,0.1115
Verrucomicrobiaceae-Erysipelatoclostridium-neg,0.1244
Verrucomicrobiaceae-Spiroplasma-pos,0.3241
Verrucomicrobiaceae-Bacteroidales-pos,0.5694
Verrucomicrobiaceae-Bacillales-neg,0.0472
Verrucomicrobiaceae-Lysinibacillus-neg,0.0779
Verrucomicrobiaceae-Clostridiales-pos,0.2732
Verrucomicrobiaceae-Anaerostipes-pos,0.2744
Verrucomicrobiaceae-Alphaproteobacteria-neg,0.0971
Verrucomicrobiaceae-Hungateiclostridiaceae-pos,0.1046
Verrucomicrobiaceae-Providencia-neg,0.2069
Verrucomicrobiaceae-Pseudomonas-neg,0.2
Verrucomicrobiaceae-Staphylococcus-pos,0.1436
Verrucomicrobiaceae-Haemophilus-neg,0.1869
Verrucomicrobiaceae-Streptococcus-neg,0.2421
Verrucomicrobiaceae-Lactobacillus-neg,0.1783
Verrucomicrobiaceae-Sphingomonas-neg,0.0974
Verrucomicrobiaceae-Desulfovibrio-pos,0.5135
Verrucomicrobiaceae-Lachnoclostridium-pos,0.2911
Verrucomicrobiaceae-Odoribacter-pos,0.1474
Verrucomicrobiaceae-Enterobacterales-neg,0.0101
Verrucomicrobiaceae-Enterococcus-neg,0.1826
Verrucomicrobiaceae-Firmicutes-neg,0.1865
Verrucomicrobiaceae-Erysipelotrichaceae-pos,0.3224
Verrucomicrobiaceae-Unassigned-neg,0.0196
Verrucomicrobiaceae-Coriobacteriia-neg,0.1739
Verrucomicrobiaceae-Faecalicatena-pos,0.2278
Verrucomicrobiaceae-Desulfosporosinus-pos,0.0682
Verrucomicrobiaceae-Burkholderiales-pos,0.0698
Verrucomicrobiaceae-Bacteroidia-pos,0.2491
Verrucomicrobiaceae-Collinsella-neg,0.1619
Verrucomicrobiaceae-Corynebacterium-neg,0.1603
Verrucomicrobiaceae-Clostridiales Family XIII. Incertae Sedis-pos,0.145
Verrucomicrobiaceae-Bacteria-pos,0.0773
Verrucomicrobiaceae-Moorella-pos,0.1657
Verrucomicrobiaceae-Brucella-neg,0.2084
Verrucomicrobiaceae-Dysgonomonas-pos,0.0846
Verrucomicrobiaceae-Porphyromonadaceae-pos,0.1075
Verrucomicrobiaceae-Planococcaceae-neg,0.1334
Verrucomicrobiaceae-Oceanobacillus-neg,0.1353
Verrucomicrobiaceae-Legionella-pos,0.1379
Verrucomicrobiaceae-Yersiniaceae-neg,0.0019
Verrucomicrobiaceae-Cronobacter-neg,0.02
Verrucomicrobiaceae-Lactococcus-neg,0.127
Verrucomicrobiaceae-Morganella-neg,0.0377
Verrucomicrobiaceae-Fusobacterium-pos,0.0303
Verrucomicrobiaceae-Kurthia-neg,0.1424
Verrucomicrobiaceae-Staphylococcaceae-pos,0.0784
Verrucomicrobiaceae-Methylobacterium-neg,0.1062
Verrucomicrobiaceae-Veillonella-neg,0.1799
Verrucomicrobiaceae-Acinetobacter-neg,0.0916
Verrucomicrobiaceae-Aeromonas-neg,0.215
Verrucomicrobiaceae-Bacillaceae-neg,0.0631
Verrucomicrobiaceae-Clostridiaceae-neg,0.1301
Verrucomicrobiaceae-Peptoniphilus-neg,0.1362
Verrucomicrobiaceae-Dietzia-pos,0.0529
Verrucomicrobiaceae-Erysipelothrix-neg,0.166
Verrucomicrobiaceae-Sporomusaceae-neg,0.1919
Verrucomicrobiaceae-Desulfuromonadaceae-pos,0.0376
Verrucomicrobiaceae-Anaerococcus-neg,0.195
Verrucomicrobiaceae-Arcanobacterium-neg,0.0486
Verrucomicrobiaceae-Porphyromonas-neg,0.0342
Verrucomicrobiaceae-Brevibacillus-neg,0.1028
Verrucomicrobiaceae-Selenomonas-neg,0.1185
Verrucomicrobiaceae-Campylobacter-pos,0.0323
Verrucomicrobiaceae-Eggerthellaceae-neg,0.1165
Verrucomicrobiaceae-Ruminiclostridium-pos,0.0157
Verrucomicrobiaceae-Rhizobium-neg,0.0046
Verrucomicrobiaceae-Anaerobranca-pos,0.0946
Verrucomicrobiaceae-Domibacillus-neg,0.055
Verrucomicrobiaceae-Actinomyces-neg,0.0955
Verrucomicrobiaceae-Paenibacillus-neg,0.0549
Verrucomicrobiaceae-Stenotrophomonas-neg,0.0186
Verrucomicrobiaceae-Eggerthella-neg,0.146
Verrucomicrobiaceae-Acetobacter-pos,0.0116
Verrucomicrobiaceae-Acetobacterium-neg,0.1083
Verrucomicrobiaceae-Flavobacterium-neg,0.0318
Verrucomicrobiaceae-Actinobacteria-neg,0.0943
Verrucomicrobiaceae-Pedobacter-neg,0.0125
Verrucomicrobiaceae-Micrococcus-neg,0.0662
Verrucomicrobiaceae-Brevundimonas-neg,0.1743
Verrucomicrobiaceae-Slackia-neg,0.1222
Verrucomicrobiaceae-Gammaproteobacteria-neg,0.0698
Verrucomicrobiaceae-Rhodobacteraceae-pos,0.0094
Verrucomicrobiaceae-Propionibacteriaceae-pos,0.0213
Verrucomicrobiaceae-Oscillatoriaceae-neg,0.0441
Verrucomicrobiaceae-Flavobacteriaceae-neg,0.1313
Bacillus-Peptostreptococcaceae-pos,0.198
Bacillus-Alicyclobacillus-pos,0.1509
Bacillus-Lachnospiraceae-neg,0.419
Bacillus-Dialister-pos,0.0085
Bacillus-Blautia-neg,0.3432
Bacillus-Bifidobacterium-pos,0.1569
Bacillus-Clostridium-pos,0.3357
Bacillus-Prevotella-neg,0.1022
Bacillus-Acidaminococcaceae-pos,0.0359
Bacillus-Methanobrevibacter-neg,0.0567
Bacillus-Erysipelatoclostridium-neg,0.2349
Bacillus-Spiroplasma-pos,0.0946
Bacillus-Bacteroidales-neg,0.0226
Bacillus-Bacillales-neg,0.0473
Bacillus-Lysinibacillus-pos,0.1838
Bacillus-Clostridiales-pos,0.0083
Bacillus-Anaerostipes-neg,0.1175
Bacillus-Alphaproteobacteria-neg,0.1867
Bacillus-Hungateiclostridiaceae-neg,0.2094
Bacillus-Providencia-neg,0.2238
Bacillus-Pseudomonas-pos,0.013
Bacillus-Staphylococcus-neg,0.2116
Bacillus-Haemophilus-neg,0.0826
Bacillus-Streptococcus-pos,0.1296
Bacillus-Lactobacillus-pos,0.0362
Bacillus-Sphingomonas-neg,0.085
Bacillus-Desulfovibrio-neg,0.0112
Bacillus-Lachnoclostridium-neg,0.1217
Bacillus-Odoribacter-neg,0.1186
Bacillus-Enterobacterales-pos,0.0106
Bacillus-Enterococcus-neg,0.2616
Bacillus-Firmicutes-pos,0.1514
Bacillus-Erysipelotrichaceae-pos,0.0409
Bacillus-Unassigned-pos,0.0039
Bacillus-Coriobacteriia-pos,0.1196
Bacillus-Faecalicatena-pos,0.1084
Bacillus-Desulfosporosinus-pos,0.3083
Bacillus-Burkholderiales-neg,0.2523
Bacillus-Bacteroidia-neg,0.039
Bacillus-Collinsella-pos,0.0671
Bacillus-Corynebacterium-pos,0.0015
Bacillus-Clostridiales Family XIII. Incertae Sedis-pos,0.1265
Bacillus-Bacteria-pos,0.0464
Bacillus-Moorella-pos,0.0654
Bacillus-Brucella-neg,0.1235
Bacillus-Dysgonomonas-pos,0.1355
Bacillus-Porphyromonadaceae-pos,0.0423
Bacillus-Planococcaceae-pos,0.0804
Bacillus-Oceanobacillus-pos,0.1028
Bacillus-Legionella-neg,0.2572
Bacillus-Yersiniaceae-neg,0.0522
Bacillus-Cronobacter-pos,0.0115
Bacillus-Lactococcus-neg,0.0257
Bacillus-Morganella-pos,0.0604
Bacillus-Fusobacterium-pos,0.1009
Bacillus-Kurthia-neg,0.034
Bacillus-Staphylococcaceae-neg,0.0493
Bacillus-Methylobacterium-pos,0.1029
Bacillus-Veillonella-pos,0.0135
Bacillus-Acinetobacter-neg,0.0116
Bacillus-Aeromonas-neg,0.0444
Bacillus-Bacillaceae-pos,0.146
Bacillus-Clostridiaceae-pos,0.0123
Bacillus-Peptoniphilus-pos,0.0551
Bacillus-Dietzia-neg,0.0526
Bacillus-Erysipelothrix-neg,0.0371
Bacillus-Sporomusaceae-neg,0.0275
Bacillus-Desulfuromonadaceae-pos,0.0867
Bacillus-Anaerococcus-neg,0.1309
Bacillus-Arcanobacterium-neg,0.0266
Bacillus-Porphyromonas-pos,0.2248
Bacillus-Brevibacillus-pos,0.2197
Bacillus-Selenomonas-neg,0.0455
Bacillus-Campylobacter-pos,0.176
Bacillus-Eggerthellaceae-neg,0.0449
Bacillus-Ruminiclostridium-pos,0.0507
Bacillus-Rhizobium-pos,0.1085
Bacillus-Anaerobranca-neg,0.1494
Bacillus-Domibacillus-pos,0.0962
Bacillus-Actinomyces-neg,0.0306
Bacillus-Paenibacillus-pos,0.1562
Bacillus-Stenotrophomonas-neg,0.0266
Bacillus-Eggerthella-pos,0.0232
Bacillus-Acetobacter-neg,0.1081
Bacillus-Acetobacterium-pos,0.0038
Bacillus-Flavobacterium-pos,0.0336
Bacillus-Actinobacteria-neg,0.0011
Bacillus-Pedobacter-pos,0.0161
Bacillus-Micrococcus-pos,0.0406
Bacillus-Brevundimonas-pos,0.0215
Bacillus-Slackia-neg,0.0313
Bacillus-Gammaproteobacteria-pos,0.0281
Bacillus-Rhodobacteraceae-neg,0.1233
Bacillus-Propionibacteriaceae-neg,0.0525
Bacillus-Oscillatoriaceae-pos,0.0346
Bacillus-Flavobacteriaceae-pos,0.0118
Peptostreptococcaceae-Alicyclobacillus-pos,0.1909
Peptostreptococcaceae-Lachnospiraceae-pos,0.1651
Peptostreptococcaceae-Dialister-pos,0.0265
Peptostreptococcaceae-Blautia-pos,0.1768
Peptostreptococcaceae-Bifidobacterium-pos,0.2471
Peptostreptococcaceae-Clostridium-pos,0.3857
Peptostreptococcaceae-Prevotella-pos,0.1978
Peptostreptococcaceae-Acidaminococcaceae-pos,0.2093
Peptostreptococcaceae-Methanobrevibacter-pos,0.0304
Peptostreptococcaceae-Erysipelatoclostridium-pos,0.0101
Peptostreptococcaceae-Spiroplasma-pos,0.2402
Peptostreptococcaceae-Bacteroidales-pos,0.0804
Peptostreptococcaceae-Bacillales-pos,0.2589
Peptostreptococcaceae-Lysinibacillus-neg,0.1263
Peptostreptococcaceae-Clostridiales-pos,0.2018
Peptostreptococcaceae-Anaerostipes-pos,0.0651
Peptostreptococcaceae-Alphaproteobacteria-neg,0.2147
Peptostreptococcaceae-Hungateiclostridiaceae-pos,0.0378
Peptostreptococcaceae-Providencia-neg,0.0875
Peptostreptococcaceae-Pseudomonas-neg,0.2482
Peptostreptococcaceae-Staphylococcus-pos,0.0349
Peptostreptococcaceae-Haemophilus-pos,0.1265
Peptostreptococcaceae-Streptococcus-pos,0.1086
Peptostreptococcaceae-Lactobacillus-pos,0.1697
Peptostreptococcaceae-Sphingomonas-neg,0.1482
Peptostreptococcaceae-Desulfovibrio-pos,0.0459
Peptostreptococcaceae-Lachnoclostridium-pos,0.0602
Peptostreptococcaceae-Odoribacter-neg,0.2331
Peptostreptococcaceae-Enterobacterales-neg,0.1346
Peptostreptococcaceae-Enterococcus-neg,0.169
Peptostreptococcaceae-Firmicutes-neg,0.0515
Peptostreptococcaceae-Erysipelotrichaceae-pos,0.1863
Peptostreptococcaceae-Unassigned-neg,0.1778
Peptostreptococcaceae-Coriobacteriia-neg,0.0177
